Name,DataType,Address,Comment [en-GB],Acquisition mode,Acquisition cycle
DB SETPOINTS.PID.UREA_FEED.MANUAL_VAL,Real,%DB40.DBD1822,PID OUTPUT IN MANUAL (MAN),Cyclic in operation,1 s
DB CP12 TURBINE.BLOCK2.BEARING_TEMP_B,DInt,%DB400.DBD88,GENERATOR BEARING TEMPERATURE B DEG C (x100),Cyclic in operation,1 s
DB CP12 TURBINE.BLOCK2.W_WIND_TEMP,DInt,%DB400.DBD76,WINDING TEMPERATURE W DEG C (x100),Cyclic in operation,1 s
DB ALARM SETPOINTS.CP17_2TT06.HI,Real,%DB41.DBD2052,HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB SEND/RECV COOLER 3.SEND.ALARM_SETPOINTS.CIRC_WATER_TEMP_HIHI,Real,%DB163.DBD182,CIRCULATION WATER OUTLET TEMPERATURE HIGH HIGH ALARM,Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.SOOTBLOWERS.CP8_2MTR04_FWD,Bool,%DB45.DBX11.4,CP8 BOILER SOOTBLOWER 2 MOTOR RUN FORWARD,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.WOOD_FEED.STK_3_PID_LAMBDA_MAX,Real,%DB40.DBD320,STOKER PID AIR LAMBDA MAXIMUM SCALING VALUE,Cyclic in operation,1 s
DB PROCESS VALUES.PID.BOILER_FEED_WATER_VLV.RAMP_ACTV,Bool,%DB42.DBX1590.0,RAMP ACTIVE,Cyclic in operation,1 s
DB SEND/RECV COOLER 1.SEND.TIMES.ADIABATIC_MIN_RUN_TIME,Time,%DB161.DBD218,COOLER ADIABATIC SYSTEM MINIMUM RUN TIME,Cyclic in operation,1 s
1TT0234_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.GENERAL.FAULT_RESET,Bool,%DB1.DBX0.1,FAULT RESET FROM SCADA,Cyclic in operation,1 s
DB ALARMS.ANALOGUE.OPN_SHT.WORD7.CP19_2TT03,Bool,%DB11.DBX21.2,CP19 SUPERHEATER 2 STEAM OUTLET TEMPERATURE,Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.SOOTBLOWERS.ECONOM_3_MD,Bool,%DB1.DBX20.2,CP8 ECONOMISER SOOTBLOWER 3 MANUAL MODE SELECT (SCADA),Cyclic in operation,1 s
DB PROCESS VALUES.ANALOGUE.INSTRUMENTS.CP13R4_3TI01d,Real,%DB42.DBD144,CP13 RACK 4 FILTER 2 OUTLET AIR TEMPERATURE (4..20mA = -50 - +300ºC),Cyclic in operation,1 s
DB SYSTEM CONTROL.FILTER.STOP.BITS.UREA_SKID,Bool,%DB30.DBX182.1,UREA DeNOx SKID,Cyclic in operation,1 s
IDB CP7 LP DOSING PMP1.Rem_Cmds.RemoteCtrl,Bool,%DB185.DBX18.0,0 = Local Control / 1 = Remote Control,Cyclic in operation,1 s
DB SETPOINTS.PID.STOKER_1.OP_OFFSET,Real,%DB40.DBD1476,OUTPUT OFFSET (LMN_OFF),Cyclic in operation,1 s
IDB CP13 BS BLOW SEAL.Status.StatusWord,Int,%DB142.DBW22,Motor Status Word,Cyclic in operation,1 s
DB ALARMS.PROCESS.WORD3.CP19_2CV01_TIMEOUT,Bool,%DB11.DBX109.2,CP19 SUPERHEATER 2 STEAM OUTLET MAIN STOP VALVE TIMEOUT ALARM,Cyclic in operation,1 s
IDB PRIM AIR FAN PBUS.Send.ControlWord,Word,%DB513.DBW8,Control Word,Cyclic in operation,1 s
IDB CP7 LP DOSING PMP1.Status.StatusWord,Int,%DB185.DBW22,Motor Status Word,Cyclic in operation,1 s
DB ALARMS TO SCADA.COOLERS.COOLER6.WORD2,Int,%DB12.DBW152,COOLER 6 ALARMS - WORD 2,Continuous,1 s
IDB CP2 LEV AUGER.Rem_Cmds.RunFwd,Bool,%DB103.DBX18.1,0 = Stop / 1 = Run Forward,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.FILTER.ID_FAN_VENTIL_PID_SP,Real,%DB40.DBD684,ID FANS PID SETPOINT IN VENTILATION OPERATION,Cyclic in operation,1 s
User Group Number,Int,<No Value>,<No Value>,Cyclic in operation,1 s
DB ALARMS.ANALOGUE.HI.WORD4.CP17_4LC02,Bool,%DB11.DBX43.1,CP17 DEAERATOR WATER LEVEL TRANSDUCER (4-20mA = 0-100%),Cyclic in operation,1 s
DB SETPOINTS.PID.FEED_PUMP.RAMP_EN,Bool,%DB40.DBX1894.2,RAMP ENABLED (1=ENABLED),Cyclic in operation,1 s
DB ALARM SETPOINTS.CP12_EXH_PRESS.LO,Real,%DB41.DBD3464,LOW ALARM SETPOINT,Cyclic in operation,1 s
DB ALARMS.PROCESS.WORD2.STK_3_JAMMED,Bool,%DB11.DBX107.0,CP3 STOKER 3 JAMMED ALARM,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP17_2FT01.HYST,Real,%DB41.DBD2032,ALARM HISTERESYS,Cyclic in operation,1 s
DB SEND/RECV COOLER 2.SEND.GENERAL.START_COOLER,Bool,%DB162.DBX70.5,<No Value>,Cyclic in operation,1 s
DB ALARMS.ANALOGUE.HIHI.WORD4.CP17_8LT04,Bool,%DB11.DBX28.3,CP17 TREATED WATER TANK LEVEL TRANSDUCER (4-20mA = 0-100%),Cyclic in operation,1 s
DB ALARMS.ANALOGUE.OPN_SHT.WORD6.CP19_2TSZ03,Bool,%DB11.DBX18.1,CP19 TEMPERATURE SWITCH AFTER SUPERHEATER 2,Cyclic in operation,1 s
IDB ID FAN B PBUS.Send.ControlWord,Word,%DB512.DBW8,Control Word,Cyclic in operation,1 s
Stoker1Curves_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB SETPOINTS.PID.STOKER_3.MANUAL_VAL,Real,%DB40.DBD2006,PID OUTPUT IN MANUAL (MAN),Cyclic in operation,1 s
DB SYSTEM CONTROL.FILTER.STOP.BITS.PAC_DOSING,Bool,%DB30.DBX182.0,P.A.C. DOSING SYSTEM,Cyclic in operation,1 s
IDB CP13 FILT SEAL B DP.Status,Int,%DB550.DBW2,Motor Status,Cyclic in operation,1 s
DB SETPOINTS.PID.HI_PRESS_CTRL_STEAM.OP_MIN,Real,%DB40.DBD1560,OUTPUT MIN VALUE (LMN_LLM),Cyclic in operation,1 s
DB PROCESS VALUES.ANALOGUE.INSTRUMENTS.CP19_2TT03,Real,%DB42.DBD424,CP19 SUPERHEATER 2 STEAM OUTLET TEMPERATURE (4-20mA = 0-450 ºC),Cyclic in operation,1 s
DB ALARMS TO SCADA.COOLERS.COOLER4.WORD2,Int,%DB12.DBW144,COOLER 4 ALARMS - WORD 2,Continuous,1 s
IDB CP13 BS BLOW SEAL DP.Status,Int,%DB554.DBW2,Motor Status,Cyclic in operation,1 s
IDB PLC.PLC.LEDs.SF,Bool,%DB2.DBX52.0,CPU System Fault Status,Cyclic in operation,1 s
DB PROCESS VALUES.MISCELLANEOUS.TURBINE.SPEED,Real,%DB42.DBD1112,TURBINE SPEED,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.BURNER.RC_UREA_TEMP,Real,%DB40.DBD408,RESIDENCE CHAMBER MIN TEMPERATURE FOR UREA INJECTION (DEG C),Cyclic in operation,1 s
DB ALARMS TO SCADA.COOLERS.COOLER6.WORD1,Int,%DB12.DBW150,COOLER 6 ALARMS - WORD 1,Continuous,1 s
DB SEND/RECV COOLER 1.RECV.PROCESS_VALUES.CIRC_WATER_OUT_TEMP,Real,%DB161.DBD22,CIRCULATION WATER OUTLET TEMPERATURE,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP13R4_SPARE1.HIHI,Real,%DB41.DBD1056,HIGH HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB SETPOINTS.PID.ID_FAN.MAN_AUTO,Bool,%DB40.DBX1296.0,PID MANUAL/AUTO MODE (1=MANUAL) (MAN_ON),Cyclic in operation,1 s
DB SETPOINTS.TIMERS.FILTER.SCREW_2_ON_TIME,Int,%DB40.DBW998,FILTER DISCHARGE SCREW 2 ON TIME,Cyclic in operation,1 s
DB LV GEN POWER METER.KW2,Real,%DB201.DBD132,ACTIVE POWER PHASE 2 (KW),Cyclic in operation,1 s
DB SETPOINTS.TIMERS.WOOD_FEED.WOOD_FEED_TIMEOUT_TRIP,Int,%DB40.DBW894,WOOD FEED TIMEOUT TRIP TIME (SEC),Cyclic in operation,1 s
WOOD FEED TOUT ALM TMR,Timer,%T177,WOOD FEED TIMEOUT ALARM TIMER,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP19_2TT02.HIHI,Real,%DB41.DBD3040,HIGH HIGH ALARM SETPOINT,Cyclic in operation,1 s
BS HOP VIBRATOR ACTIVE,Bool,%M118.3,BICARB SILO HOPPER VIBRATOR ACTIVE,Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.FEED_LINE.CP3_1MTR04_FWD,Bool,%DB45.DBX6.0,CP3 SLIDE VALVE MOTOR RUN FORWARD,Cyclic in operation,1 s
DB ALARMS.COOLERS.COOLER6.WORD2.COMMS_FAULT,Bool,%DB11.DBX152.0,COMMUNICATION FAULT,Cyclic in operation,1 s
DB CP12 TURBINE.BLOCK5.ALARM105,Bool,%DB400.DBX237.1,ELECTRICAL TRIP,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.WOOD_FEED.STK_3_PID_FAN_SPD_2,Real,%DB40.DBD244,STOKER PID AIR FAN SPEED POINT 2,Cyclic in operation,1 s
DB PROCESS VALUES.ANALOGUE.OUTPUTS.CP17_4CV05_REF,Real,%DB42.DBD628,CP17 CONTROL VALVE FEED WATER TO PRDS REFERENCE POSITION (4-20mA = 0-100%),Cyclic in operation,1 s
IDB CP13 BS BLOW SEAL DP.Load,Real,%DB554.DBD4,Motor Load in Percentage (%),Cyclic in operation,1 s
DB ALARM SETPOINTS.CP7_7TT06.LO,Real,%DB41.DBD648,LOW ALARM SETPOINT,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.WOOD_FEED.STK_3_PID_FLOW_OUT_4,Real,%DB40.DBD312,STOKER PID AIR FLOW OUTPUT 4,Cyclic in operation,1 s
IDB CP13 FILTER SCREW B.Rem_Cmds.RunFwd,Bool,%DB127.DBX18.1,0 = Stop / 1 = Run Forward,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.WOOD_FEED.STK_2_SPD_FACTOR,Real,%DB40.DBD228,STOKER SPEED FACTOR,Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.BURNER.BRN_LOW_TEMP_IN_USE,Bool,%DB1.DBX38.4,RESIDANCE CHAMBER LOWEST TEMPERATURE PROBE VALUE IN USE,Cyclic in operation,1 s
DB SYSTEM CONTROL.GENERAL.EQUIP_STATUS.FEED_IS_OFF,Bool,%DB30.DBX12.0,FEED SYSTEM IS OFF (NO WOOD FEED),Cyclic in operation,1 s
DB ALARM SETPOINTS.CP18_1PT01.HIHI,Real,%DB41.DBD2432,HIGH HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP17_8LT01.HYST,Real,%DB41.DBD1616,ALARM HISTERESYS,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP19_2TSZ01.HIHI,Real,%DB41.DBD2624,HIGH HIGH ALARM SETPOINT,Cyclic in operation,1 s
IDB CP13 FILTER SEAL B.Status.StatusWord,Int,%DB129.DBW22,Motor Status Word,Cyclic in operation,1 s
WID ALARM OCC,Bool,%M303.0,30 MIN 97% WID LIMIT ALARM OCCURRED,Cyclic in operation,1 s
IDB PLC.Profibus.Nodes.Node_10,Bool,%DB2.DBX295.1,Profibus Node,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.WOOD_FEED.STK_3_PID_FAN_SPD_OUT_3,Real,%DB40.DBD268,STOKER PID AIR FAN SPEED OUTPUT 3,Cyclic in operation,1 s
IDB REC AIR FAN PBUS.Control.RefSpeed,Real,%DB515.DBD40,Drive Speed Reference in Percentage (%),Cyclic in operation,1 s
DB SAFETY.RECV.WOOD_ESR_OK,Bool,%DB44.DBX0.1,Wood Feed Emergency Stop Healthy (1=healthy),Cyclic in operation,1 s
IDB PLC.Profibus.Nodes.Node_4,Bool,%DB2.DBX294.3,Profibus Node,Cyclic in operation,1 s
DB LV GRID POWER METER.KVAtot,Real,%DB200.DBD152,TOTAL APPARANT POWER (KVA),Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.SOOTBLOWERS.SPRHEAT_2_MD,Bool,%DB1.DBX18.3,CP8 SUPERHEATER SOOTBLOWER 2 MANUAL MODE SELECT (SCADA),Cyclic in operation,1 s
8VAS01_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.PUSH_FLOOR.TRAV_MAN_ST,Bool,%DB1.DBX2.1,CP2 PUSH FLOOR TRAVERSE MANUAL START SELECT (SCADA),Cyclic in operation,1 s
DB SYSTEM CONTROL.GENERAL.MAIN_CTRL.OP_MODE_0_SEL,Bool,%DB30.DBX0.4,OP MODE 0 (SHUTDOWN) REQUEST (FROM SCADA),Cyclic in operation,1 s
DB SYSTEM CONTROL.WOOD_FEED.STOP.TIMERS.HYD_PWR_PACK_1MTR01,S5Time,%DB30.DBW118,HYDRAULIC POWER PACK,Cyclic in operation,1 s
DB MV TURB POWER METER.KVAr2,Real,%DB202.DBD144,REACTIVE POWER PHASE 2 (KVAr),Cyclic in operation,1 s
DB MISCELLANEOUS.INTEGERS.BURNER.BRN_VACUUM_SENS_SEL,Int,%DB1.DBW138,"BURNER VACUUM SENSOR DUTY SELECT (0 = BOTH, 1 = 1PT01, 2 = 1PT02)",Cyclic in operation,1 s
DB PROCESS VALUES.EMISSIONS.NOx_Mg_m3,Real,%DB42.DBD812,OXIDES OF NITROGEN NOx (Mg/m3),Continuous,1 s
DB PROCESS VALUES.MISCELLANEOUS.TURBINE_2.CURR_L3,Real,%DB42.DBD1432,CURRENT L3,Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.PUSH_FLOOR.CP2_1SW35_MIN,Bool,%DB45.DBX3.5,CP2 PUSH FLOOR LADDER No 6 MINIMUM PROXIMITY,Cyclic in operation,1 s
IDB PLC.Profibus.Nodes.Node_43,Bool,%DB2.DBX299.2,Profibus Node,Cyclic in operation,1 s
DB PROCESS VALUES.ANALOGUE.INSTRUMENTS.CP17_4CV02_POS,Real,%DB42.DBD220,CP17 FEEDWATER CONTROL VALVE ACTUAL POSITION (4-20mA = 0-100%),Cyclic in operation,1 s
TRIP ACTIVE,Bool,%M30.5,SYSTEM TRIP ACTIVE,Cyclic in operation,1 s
DB SETPOINTS.TIMERS.FILTER.FILT1_OUT_GT_IN_ALM,Int,%DB40.DBW988,FILTER 1 OUTLET TEMPERATURE GREATER THAN INLET TEMPERATURE ALARM TIME (SEC),Cyclic in operation,1 s
IDB FEED PUMP 2 PBUS.Status.ActualSpeed,Real,%DB509.DBD38,Actual Speed in Percentage (%),Cyclic in operation,1 s
DB PROCESS VALUES.MISCELLANEOUS.TURBINE_2.EXT_PRESS,Real,%DB42.DBD1404,EXTRACTION STEAM PRESSURE,Cyclic in operation,1 s
DB SEND/RECV COOLER 1.SEND.SETPOINTS.FANS_SPEED_MANUAL,Real,%DB161.DBD110,FANS SPEED FOR REMOTE MANUAL MODE,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP17_4PT01.HYST,Real,%DB41.DBD1744,ALARM HISTERESYS,Cyclic in operation,1 s
DB ALARMS.SYSTEM.WORD1.CP2_PSSu_HEALTHY,Bool,%DB11.DBX1.2,CP2 PUSHFLOOR SAFETYBUS NODE HEALTHY (192.168.2.102),Cyclic in operation,1 s
DB ALARMS TO SCADA.COOLERS.COOLER2.WORD1,Int,%DB12.DBW134,COOLER 2 ALARMS - WORD 1,Continuous,1 s
IDB PLC.Profibus.Nodes.Node_8,Bool,%DB2.DBX294.7,Profibus Node,Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.FILTER.CP13R4_SB2b,Bool,%DB45.DBX21.5,CP13 RACK 4 FILTER 2 INLET VALVE A CLOSED,Cyclic in operation,1 s
IDB CP12 TURBINE COOLER.Status.StatusWord,Int,%DB172.DBW22,Motor Status Word,Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.POWER.EXPORTING_POWER,Bool,%DB1.DBX10.1,SITE IS EXPORTING POWER (SCADA),Cyclic in operation,1 s
DB CP12 TURBINE.BLOCK2.BEARING_TEMP_2,DInt,%DB400.DBD104,TURBINE BEARING TEMPERATURE POS 84.2 DEG C (x100),Cyclic in operation,1 s
DB ALARMS.ANALOGUE.LOLO.WORD4.CP17_8LT01,Bool,%DB11.DBX70.2,CP17 PLANT WATER TANK LEVEL TRANSDUCER (4-20mA = 0-100%),Cyclic in operation,1 s
DB ALARM SETPOINTS.CP17_4PT02.HI,Real,%DB41.DBD1924,HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB MV TURB POWER METER.M6_PAC3200.PF1,Real,%DB202.DBD72,POWER FACTOR PHASE 1,Cyclic in operation,1 s
DB SYSTEM CONTROL.FILTER.START.BITS.ASH_SYS,Bool,%DB30.DBX148.1,ASH CONVEYING AND STORAGE SYSTEM,Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.SOOTBLOWERS.BOILER_2_RET,Bool,%DB1.DBX19.3,CP8 BOILER SOOTBLOWER 2 MANUAL RETRACT SELECT (SCADA),Cyclic in operation,1 s
DB SAFETY.RECV.OS13a_ESPB_OK,Bool,%DB44.DBX2.6,FILTER OPERATOR STATION OS13a EM STOP P/BUTTON HEALTHY (1=HEALTHY),Cyclic in operation,1 s
CP7 8PU04 SELECTED,Bool,%M152.2,CP7 STANDBY PLANT WATER PUMP DUTY SELECTED,Cyclic in operation,1 s
DB SETPOINTS.PID.FEED_WTR_TANK_PRDS_CTRL.SP,Real,%DB40.DBD1168,INTERNAL SETPOINT,Cyclic in operation,1 s
DB ALARMS.PROCESS.WORD6.CP17_4CV02_TIMEOUT,Bool,%DB11.DBX114.1,CP17 FEEDWATER CONTROL VALVE TIMEOUT ALARM,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP7_7PLT07.HIHI,Real,%DB41.DBD672,HIGH HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.WOOD_FEED.STK_2_PID_MTHD_2_SEL,Bool,%DB1.DBX7.7,STOKER 2 PID CONTROLLER METHOD 2 SELECTED,Cyclic in operation,1 s
DB CP12 TURBINE.BLOCK3.BEARING_TEMP_8,DInt,%DB400.DBD128,TURBINE BEARING TEMPERATURE POS 84.8 DEG C (x100),Cyclic in operation,1 s
DB PROCESS VALUES.ANALOGUE.INSTRUMENTS.CP19_2TT07,Real,%DB42.DBD408,CP19 BLOWDOWN VESSEL TEMPERATURE (PT100) (???-??? ºC),Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.SOOTBLOWERS.SPRHEAT_2_EXT,Bool,%DB1.DBX18.4,CP8 SUPERHEATER SOOTBLOWER 2 MANUAL EXTEND SELECT (SCADA),Cyclic in operation,1 s
DB ALARM SETPOINTS.CP13R4_3PI01b.HIHI,Real,%DB41.DBD1088,HIGH HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB PROCESS VALUES.PID.FEED_WTR_TANK_PRDS_CTRL.RAMP_ACTV,Bool,%DB42.DBX1560.0,RAMP ACTIVE,Cyclic in operation,1 s
MODE 0 Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
FeedPumpPID_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB SETPOINTS.PID.BICARB_FEED.CYCLE_TIME,Int,%DB40.DBW1774,SAMPLE TIME (CYCLE),Cyclic in operation,1 s
DB SETPOINTS.TIMERS.SOOTBLOWERS.SHEAT_2_NB_2,Int,%DB40.DBW1028,SUPERHEATER SOOTBLOWER 2 NUMBER 2,Cyclic in operation,1 s
DB ALARMS.REMOTE.WORD1.CP13d_A23_ALM,Bool,%DB11.DBX83.0,CP13d 3MTR12a DUTY ALMIG BELT 22 AIR COMPRESSOR 1 ALARM,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP19_2TT03.LOLO,Real,%DB41.DBD3404,LOW LOW ALARM SETPOINT,Cyclic in operation,1 s
DB ALARMS TO SCADA.ESTOPS.WORD1,Int,%DB12.DBW78,EMERGENCY STOP ALARMS - WORD 1,Continuous,1 s
IDB CP7 SB FEED PUMP.Rem_Cmds.RemoteCtrl,Bool,%DB181.DBX18.0,0 = Local Control / 1 = Remote Control,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.BICARB_FEED.SO2_STOP_FEED,Real,%DB40.DBD800,SO2 SETPOINT TO STOP BICARB FEEDING,Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.SOOTBLOWERS.BOILER_1_RET,Bool,%DB1.DBX19.0,CP8 BOILER SOOTBLOWER 1 MANUAL RETRACT SELECT (SCADA),Cyclic in operation,1 s
IDB BICARB FEEDER PBUS.Recv.StatusWord,Word,%DB516.DBW20,Status Word,Cyclic in operation,1 s
IDB PLC.Profibus.Nodes.Node_30,Bool,%DB2.DBX297.5,Profibus Node,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP13R4_8LO01.LOLO,Real,%DB41.DBD940,LOW LOW ALARM SETPOINT,Cyclic in operation,1 s
DB SETPOINTS.PID.BOILER_FEED_WATER_VLV.OP_MIN,Real,%DB40.DBD1238,OUTPUT MIN VALUE (LMN_LLM),Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.SECOND_AIR_FAN.O2_PID_LOAD_2,Real,%DB40.DBD736,SECONDARY AIR FAN PID CONTROLLER LOAD POINT 2,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP13R4_1FT02.HIHI,Real,%DB41.DBD1344,HIGH HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB ALARMS.ANALOGUE.OPN_SHT.WORD6.CP19_2TSZ01,Bool,%DB11.DBX18.2,CP19 TEMPERATURE GUARD STEAM OUTLET SUPERHEATER 2,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP13R4_8LO01.HI,Real,%DB41.DBD932,HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.BICARB_FEED.HCL_STOP_FEED,Real,%DB40.DBD792,HCL SETPOINT TO STOP BICARB FEEDING,Cyclic in operation,1 s
DB SYSTEM CONTROL.WOOD_FEED.START.BITS.DISTRIB_SCREW_1MTR10,Bool,%DB30.DBX74.2,HOPPER DISTRIBUTION SCREW,Cyclic in operation,1 s
DB SETPOINTS.PID.BICARB_FEED_HCL.OP_MIN,Real,%DB40.DBD2112,OUTPUT MIN VALUE (LMN_LLM),Cyclic in operation,1 s
IDB ST HYD PUMP 3 PBUS.Status.ActualSpeed,Real,%DB502.DBD38,Actual Speed in Percentage (%),Cyclic in operation,1 s
WOOD FEED TOUT TRIP TMR,Timer,%T37,WOOD FEED TIMEOUT TRIP TIMER,Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.FILTER.CP13R4_K276,Bool,%DB45.DBX22.1,CP13 RACK 4 BICARB SILO MAINTENANCE BUTTERFLY VALVE OPEN SOLENOID 8VAS01,Cyclic in operation,1 s
IDB REC AIR FAN PBUS.Status.Load,Real,%DB515.DBD50,Drive Load in Percentage (%),Cyclic in operation,1 s
DB ALARMS.ESTOPS.WORD2.CP19_2PSZ01,Bool,%DB11.DBX80.2,BOILER PANEL CP19 HI HI STEAM DRUM PRESSURE TRIP,Cyclic in operation,1 s
DB SYSTEM CONTROL.GENERAL.OP_MODES.OP_MODE_8,Bool,%DB30.DBX9.0,SYSTEM IN OPERATION MODE 8 (SHUTDOWN 2 - BURN-OFF),Cyclic in operation,1 s
DB SETPOINTS.PID.HI_TEMP_CTRL_STEAM.MAN_AUTO,Bool,%DB40.DBX1526.0,PID MANUAL/AUTO MODE (1=MANUAL) (MAN_ON),Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.FEED_LINE.CP18_1SW14,Bool,%DB45.DBX8.0,CP18 STOKER 3 FORWARD PROXIMITY SWITCH,Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.SOOTBLOWERS.ECONOM_1_RET,Bool,%DB1.DBX19.6,CP8 ECONOMISER SOOTBLOWER 1 MANUAL RETRACT SELECT (SCADA),Cyclic in operation,1 s
DB SETPOINTS.PID.OIL_BURNER.OP_OFFSET,Real,%DB40.DBD1706,OUTPUT OFFSET (LMN_OFF),Cyclic in operation,1 s
DB SETPOINTS.PID.STOKER_1.OP_SCALE,Real,%DB40.DBD1472,OUTPUT SCALE FACTOR (LMN_FAC),Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.PUSH_FLOOR.CP2_1SW23_MAX,Bool,%DB45.DBX3.2,CP2 PUSH FLOOR LADDER No 4 MAXIMUM PROXIMITY,Cyclic in operation,1 s
DB SYSTEM CONTROL.GENERAL.MODE_STATUS.EXEC_OPMODE_7_STAT,Int,%DB30.DBW46,"EXECUTIVE OVERRIDE MODE 7 STATUS (0=NOT SEL, 1=REQ, 2=REQ & ACHIEVED)",Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.MAINS.CP1_VC2_P2_O102,Bool,%DB45.DBX0.2,CP1 TRANSFORMER AND L.V. SWITCH TRIP FROM CP1,Cyclic in operation,1 s
IDB CP13 FILTER SEAL A.Rem_Cmds.RemoteCtrl,Bool,%DB128.DBX18.0,0 = Local Control / 1 = Remote Control,Cyclic in operation,1 s
IDB CP7 LP DOSING PMP1.Rem_Cmds.RunFwd,Bool,%DB185.DBX18.1,0 = Stop / 1 = Run Forward,Cyclic in operation,1 s
DB SETPOINTS.TIMERS.BURNER.COOLING_TIME_H,Int,%DB40.DBW944,BURNER COOLING TIME PERIOD (COOLING - MODE 9) (HOURS),Cyclic in operation,1 s
IDB ID FAN A PBUS.Send.ControlWord,Word,%DB511.DBW8,Control Word,Cyclic in operation,1 s
DB SEND/RECV COOLER 5.RECV.ADIABATIC.STATUS,Int,%DB165.DBW30,ADIABATIC SYSTEM STATUS,Cyclic in operation,1 s
IDB ID FAN B PBUS.Status.ActualSpeed,Real,%DB512.DBD46,Actual Speed in Percentage (%),Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.WOOD_FEED.STK_3_PID_MTHD_3_SEL,Bool,%DB1.DBX8.4,STOKER 3 PID CONTROLLER METHOD 3 SELECTED,Cyclic in operation,1 s
DB SETPOINTS.PID.TEMP_CTRL_STEAM_OUT.INTEGRAL,Int,%DB40.DBW1600,I TERM (TI),Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.MAINS.CP1_VC2_P2_O101,Bool,%DB45.DBX0.1,CP1 TRANSFORMER AND L.V. SWITCH ALARM FROM CP1,Cyclic in operation,1 s
DB SAFETY.RECV.CP19_2TSZ03,Bool,%DB44.DBX4.3,BOILER PANEL CP19 SUPERHEATER 2 HI HI OUTLET TEMP TRIP (1=HEALTHY),Cyclic in operation,1 s
IDFansPID_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
IDB PLC.Profibus.Nodes.Node_47,Bool,%DB2.DBX299.6,Profibus Node,Cyclic in operation,1 s
DB SYSTEM CONTROL.GENERAL.OP_MODES.OP_MODE_1,Bool,%DB30.DBX8.1,SYSTEM IN OPERATION MODE 1 (AUTO OFF),Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.FILTER.CP13R4_S253,Bool,%DB45.DBX23.2,CP13 RACK 4 RESIDUE SILO HORIZONTAL DISCHARGE SCREW PRESSURE SWITCH,Cyclic in operation,1 s
DB SAFETY.RECV.CR_LH_ESPB_OK,Bool,%DB44.DBX3.1,CONTROL ROOM L/HAND EM STOP P/BUTTON HEALTHY (1=HEALTHY),Cyclic in operation,1 s
